name,year,price,driven,fuel,seller_type,transmission,owner,mileage,engine,power,torque,seats,location
Ford EcoSport 1.5 TDCi Trend Plus BE,2019,1113000,35188,Diesel,,Manual,First,22.77,1498,98.59,,5,Coimbatore
Mahindra XUV500 W6 2WD,2012,720000,110000,Diesel,,Manual,First,15.1,2179,140,,7,Jaipur
Ford Fiesta Classic 1.4 Duratorq LXI,2014,298000,61000,Diesel,,Manual,First,18.6,1388,67,,5,Mumbai
Hyundai Santro Xing GLS,2010,170000,75000,Petrol,,Manual,Second,17.92,1086,62.1,,5,Pune
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2015,5200000,55000,Diesel,,Automatic,First,12,2987,224,,7,Delhi
Maruti Alto LXi BSII,2003,95000,69966,Petrol,,Manual,First,19.7,796,46.3,,5,Pune
Honda City i VTEC VX Option,2016,925000,42000,Petrol,,Manual,First,17.8,1497,117.3,,5,Mumbai
Hyundai Santa Fe 2WD AT,2014,1625000,48000,Diesel,,Automatic,First,13.01,2199,194.3,,7,Bangalore
Mercedes-Benz GLA Class 200 CDI SPORT,2015,2099000,35000,Diesel,,Automatic,First,17.9,2143,136,,5,Kolkata
Toyota Innova 2.5 G4 Diesel 8-seater,2005,425000,128000,Diesel,,Manual,Second,12.8,2494,102,,8,Chennai
BMW 3 Series 320d Sedan,2008,720000,78000,Diesel,,Automatic,Second,16.07,1995,181,,5,Bangalore
Maruti Swift ZXI,2011,440000,53080,Petrol,,Manual,First,18.6,1197,85.8,,5,Hyderabad
Volkswagen Vento Petrol Highline,2011,425000,66000,Petrol,,Manual,Second,15.04,1598,103.6,,5,Pune
Maruti Ertiga VXI,2012,535000,25000,Petrol,,Manual,First,16.02,1373,93.7,,7,Ahmedabad
Hyundai Grand i10 AT Asta,2016,630000,36139,Petrol,,Automatic,Second,18.9,1197,82,,5,Coimbatore
Hyundai Creta 1.6 CRDi SX,2017,1250000,44000,Diesel,,Manual,First,19.67,1582,126.2,,5,Delhi
Audi A6 3.0 TDI quattro,2008,750000,50000,Diesel,,Automatic,Second,16.77,2967,241.38,,5,Ahmedabad
Mahindra XUV500 W8 1.99 mHawk,2016,1125000,81177,Diesel,,Manual,First,16,1997,140,,7,Delhi
Ford EcoSport 1.5 Ti VCT AT Titanium BE,2016,765000,26000,Petrol,,Automatic,First,16.05,1499,110.4,,5,Mumbai
Hyundai Xcent 1.1 CRDi Base,2016,450000,100000,Diesel,,Manual,First,24.4,1120,71,,5,Mumbai
Volkswagen Vento 1.5 TDI Comfortline AT,2014,750000,75000,Diesel,,Automatic,First,21.21,1498,103.2,,5,Hyderabad
Mercedes-Benz S-Class 280 AT,2004,710000,119859,Petrol,,Automatic,First,13,2987,210,,5,Kochi
Hyundai i10 Magna,2010,225000,55980,Petrol,,Manual,First,20.36,1197,78.9,,5,Mumbai
Audi A4 35 TDI Technology Edition,2015,2700000,30000,Diesel,,Automatic,First,17.11,1968,174.33,,5,Hyderabad
Hyundai i20 Sportz 1.4 CRDi,2012,418000,49700,Diesel,,Manual,Second,21.9,1396,88.76,,5,Pune
Hyundai Verna 1.4 EX,2013,650000,79000,Diesel,,Manual,First,23.5,1396,88.7,,5,Chennai
Honda City 1.5 V MT,2010,315000,65100,Petrol,,Manual,First,17,1497,118,,5,Delhi
Maruti Ertiga VDI,2016,764000,54161,Diesel,,Manual,First,25.47,1248,88.5,,7,Pune
Maruti Alto LXi BSII,2011,240000,28619,Petrol,,Manual,First,19.7,796,46.3,,5,Hyderabad
Maruti Wagon R AMT VXI,2016,425000,9000,Petrol,,Automatic,First,20.51,998,67,,5,Mumbai
Hyundai Verna 1.6 CRDi AT SX,2016,931000,42876,Diesel,,Automatic,First,19.08,1582,126.2,,5,Kochi
Maruti Alto LXi BSIII,2011,239000,64000,Petrol,,Manual,First,19.7,796,46.3,,5,Bangalore
Volkswagen Vento 1.6 Comfortline,2018,764000,20488,Petrol,,Manual,Second,16.09,1598,103.5,,5,Kochi
Maruti Baleno Zeta 1.2,2016,621000,21000,Petrol,,Manual,First,21.4,1197,83.1,,5,Delhi
Land Rover Freelander 2 TD4 SE,2012,1650000,119203,Diesel,,Automatic,First,0,2179,115,,5,Jaipur
Honda CR-V 2.0L 2WD AT,2011,822000,55987,Petrol,,Automatic,First,13.7,1997,153.86,,5,Kochi
Toyota Fortuner 2.8 2WD MT,2017,2885000,72668,Diesel,,Manual,First,14.24,2755,174.5,,7,Coimbatore
Honda City V AT,2015,850000,32000,Petrol,,Automatic,First,15.6,1497,116.3,,5,Mumbai
Mercedes-Benz SLK-Class 55 AMG,2014,9000000,3000,Petrol,,Automatic,Second,12,5461,421,,2,Bangalore
Honda City i-VTEC S,2015,651000,10400,Petrol,,Manual,First,17.4,1497,117.3,,5,Mumbai
Maruti Swift VDI,2013,465000,35000,Diesel,,Manual,First,22.9,1248,74,,5,Mumbai
Toyota Corolla Altis 2008-2013 1.8 VL AT,2013,840000,55101,Petrol,,Automatic,First,14.53,1794,138.1,,5,Kochi
Toyota Etios Cross 1.4L VD,2014,575000,57464,Diesel,,Manual,First,23.59,1364,67.06,,5,Bangalore
Maruti Wagon R LX,2006,111000,110000,Petrol,,Manual,First,18.9,998,67.1,,5,Jaipur
Mercedes-Benz E-Class 2015-2017 E 200 CGI,2014,1725000,72000,Petrol,,Automatic,First,12,1991,184,,5,Mumbai
Jaguar XF Aero Sport Edition,2012,3200000,16000,Diesel,,Automatic,First,16.36,2179,187.7,,5,Delhi
Hyundai i20 Sportz Petrol,2011,345000,62020,Petrol,,Manual,First,17,1197,80,,5,Kochi
Land Rover Freelander 2 SE,2014,2300000,85000,Diesel,,Automatic,Second,12.39,2179,147.51,,5,Pune
Hyundai Elite i20 Petrol Sportz,2018,732000,14223,Petrol,,Manual,First,18.6,1197,81.86,,5,Kochi
Honda Amaze S i-Vtech,2014,440000,41210,Petrol,,Manual,First,18,1198,86.7,,5,Jaipur
Mercedes-Benz M-Class ML 350 4Matic,2015,4735000,20000,Diesel,,Automatic,First,0,2987,165,,5,Bangalore
Maruti Alto 800 VXI,2016,412000,18043,Petrol,,Manual,First,22.74,796,47.3,,5,Coimbatore
Toyota Innova Crysta 2.8 ZX AT,2016,1950000,80000,Diesel,,Automatic,First,11.36,2755,171.5,,7,Chennai
Hyundai Grand i10 AT Asta,2016,620000,21000,Petrol,,Automatic,First,18.9,1197,82,,5,Hyderabad
BMW X3 xDrive30d M Sport,2016,4500000,49000,Diesel,,Automatic,First,16.55,2993,258,,5,Bangalore
Maruti 1000 AC,1998,85000,104000,Petrol,,Manual,Second,15,970,74,,5,Hyderabad
Hyundai i20 Magna,2010,280000,95000,Petrol,,Manual,Second,18.5,1197,80,,5,Chennai
Hyundai Grand i10 AT Asta,2015,480000,32000,Petrol,,Automatic,First,18.9,1197,82,,5,Pune
Ford Fiesta 1.5 TDCi Titanium,2014,565000,122800,Diesel,,Manual,First,25.01,1498,89.75,,5,Hyderabad
Mercedes-Benz E-Class 220 CDI,2011,1450000,78000,Diesel,,Manual,Second,15,2148,74,,5,Ahmedabad
Maruti Swift Dzire VDI,2015,590000,69000,Diesel,,Manual,First,26.59,1248,74,,5,Ahmedabad
Toyota Etios VXD,2015,500000,65000,Diesel,,Manual,Second,23.59,1364,67.04,,5,Pune
Hyundai Xcent 1.2 Kappa Base,2015,490000,23000,Petrol,,Manual,First,19.1,1197,82,,5,Ahmedabad
Honda Civic 2006-2010 1.8 S MT,2009,425000,70000,Petrol,,Manual,First,13.5,1799,130,,5,Ahmedabad
Toyota Innova 2.5 GX (Diesel) 8 Seater,2014,1090000,250000,Diesel,,Manual,First,12.99,2494,100.6,,8,Chennai
Hyundai Accent GLE,2012,245000,56000,Petrol,,Manual,First,13.2,1495,94,,5,Delhi
Maruti Alto 800 LXI,2013,250000,30000,Petrol,,Manual,First,22.74,796,47.3,,5,Pune
Mercedes-Benz SL-Class SL 500,2010,2950000,35000,Petrol,,Automatic,First,8.1,5461,387.3,,2,Kolkata
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,575000,92250,Diesel,,Manual,Second,22.7,1498,89.84,,5,Jaipur
Hyundai Xcent 1.2 VTVT E,2018,500000,40000,Petrol,,Manual,First,20.14,1197,81.86,,5,Pune
Skoda Rapid 1.6 MPI AT Ambition Plus,2014,462000,96848,Petrol,,Automatic,First,14.3,1598,103.6,,5,Kochi
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2016,2350000,42000,Diesel,,Automatic,First,15.73,1968,174.33,,5,Delhi
Mahindra XUV500 W8 2WD,2013,725000,55886,Diesel,,Manual,First,16,2179,140,,7,Kolkata
Hyundai Verna VTVT 1.6 SX Option,2019,1188000,12336,Petrol,,Manual,First,17,1591,121.3,,5,Kochi
Hyundai Verna Xi (Petrol),2009,225000,60000,Petrol,,Manual,Third,13.9,1599,103.2,,5,Chennai
Ford Ikon 1.6 CLXI,2003,85000,83000,Petrol,,Manual,Second,14.2,1597,92,,5,Pune
Nissan Micra Active XV,2018,400000,24000,Petrol,,Manual,First,19.69,1198,67.04,,5,Pune
Honda Brio VX AT,2016,510000,32198,Petrol,,Automatic,First,16.5,1198,86.8,,5,Pune
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,1250000,92247,Diesel,,Manual,First,12.99,2494,100.6,,7,Hyderabad
Volkswagen Vento 1.5 TDI Highline,2011,290000,121311,Diesel,,Manual,First,20.64,1498,108.5,,5,Chennai
Mahindra XUV500 W10 AWD,2016,1596000,66296,Diesel,,Manual,First,16,2179,140,,7,Coimbatore
Hyundai Xcent 1.2 Kappa AT SX Option,2015,545000,41000,Petrol,,Automatic,First,16.9,1197,82,,5,Mumbai
Ford Endeavour 2.2 Trend MT 4X4,2017,2386000,38681,Diesel,,Manual,First,13.5,2198,157.7,,7,Kochi
Chevrolet Spark 1.0 LT,2008,175000,43761,Petrol,,Manual,First,18,995,62,,5,Kochi
Maruti Ertiga SHVS VDI,2017,975000,17400,Diesel,,Manual,First,24.52,1248,88.5,,7,Hyderabad
Honda Amaze S i-Dtech,2013,475000,61510,Diesel,,Manual,First,25.8,1498,98.6,,5,Bangalore
Honda City i VTEC S,2014,625000,60000,Petrol,,Manual,First,17.4,1497,117.3,,5,Delhi
Mini Cooper Countryman D,2014,2200000,35165,Diesel,,Automatic,Second,23.8,1998,112,,5,Bangalore
Toyota Corolla Altis 2008-2013 1.8 VL AT,2016,1414000,41617,Petrol,,Automatic,First,14.53,1794,138.1,,5,Kochi
Hyundai Santro Xing XL eRLX Euro III,2005,95000,45000,Petrol,,Manual,First,17,1086,74,,5,Kolkata
Skoda Superb Elegance 1.8 TSI AT,2014,1195000,65000,Petrol,,Automatic,First,13.7,1798,157.75,,5,Delhi
Maruti Wagon R LXI BS IV,2011,250000,68000,Petrol,,Manual,First,18.9,998,67.1,,5,Delhi
Hyundai i10 Era 1.1,2013,275000,49000,Petrol,,Manual,First,19.81,1086,68.05,,5,Mumbai
Tata Tiago 1.2 Revotron XT Option,2019,585000,16698,Petrol,,Manual,First,23.84,1199,84,,5,Coimbatore
Maruti Baleno Zeta 1.2,2016,625000,30965,Petrol,,Manual,First,21.4,1197,83.1,,5,Ahmedabad
Volkswagen Vento 1.6 Highline,2014,495000,56058,Petrol,,Manual,First,15.04,1598,103.2,,5,Mumbai
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,475000,15356,Petrol,,Manual,First,18.9,1197,81.86,,5,Pune
Ford Figo Diesel EXI,2013,255000,54000,Diesel,,Manual,First,20,1399,68.05,,5,Delhi
Honda Civic 2010-2013 1.8 V AT Sunroof,2011,450000,47000,Petrol,,Automatic,Second,13.9,1799,130.3,,5,Pune
Maruti Alto 800 LXI,2015,301000,21652,Petrol,,Manual,First,22.74,796,47.3,,5,Kochi
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2016,4200000,52000,Diesel,,Automatic,First,15.68,1999,177,,5,Hyderabad
Audi A6 2.7 TDI,2010,1150000,35010,Diesel,,Automatic,First,12.4,2698,179.5,,5,Kolkata
Mercedes-Benz E-Class 280 CDI,2006,1099000,76662,Diesel,,Automatic,First,11,2987,198.5,,5,Hyderabad
Honda City 1.5 V AT Exclusive,2009,371000,89000,Petrol,,Automatic,First,17,1497,118,,5,Jaipur
Honda CR-V 2.4 4WD AT,2006,200000,80000,Petrol,,Automatic,Third,10.1,2354,152,,5,Jaipur
Maruti Ciaz 1.3 Alpha,2018,948000,39023,Diesel,,Manual,First,28.09,1248,88.5,,5,Kochi
Maruti Wagon R LXI,2004,125000,62000,Petrol,,Manual,Second,18.9,998,67.1,,5,Jaipur
Hyundai Creta 1.6 CRDi SX Option,2015,1090000,78046,Diesel,,Manual,First,19.67,1582,126.2,,5,Jaipur
Maruti Ciaz VDi Plus SHVS,2015,550000,34400,Diesel,,Manual,First,28.09,1248,88.5,,5,Kolkata
Hyundai EON D Lite Plus,2016,371000,64624,Petrol,,Manual,First,21.1,814,55.2,,5,Coimbatore
Maruti Ertiga VXI,2014,625000,69192,Petrol,,Manual,First,16.02,1373,93.7,,7,Mumbai
Volkswagen Vento Diesel Highline,2012,490000,55000,Diesel,,Manual,First,20.54,1598,103.6,,5,Chennai
Honda City 1.5 GXI,2005,110000,81000,Petrol,,Manual,Second,12.8,1493,100,,5,Mumbai
Volkswagen Polo Petrol Trendline 1.2L,2016,472000,36733,Petrol,,Manual,First,16.47,1198,73.9,,5,Kochi
Maruti Alto 800 2016-2019 CNG LXI,2017,370000,24310,CNG,,Manual,First,33.44,796,40.3,,4,Kochi
Mercedes-Benz GLA Class 200 CDI,2016,2485000,43022,Diesel,,Automatic,First,17.9,2143,136,,5,Mumbai
Hyundai Santa Fe 4X2,2013,1225000,74000,Diesel,,Manual,First,14.66,2199,194.3,,7,Jaipur
Maruti Swift VDI,2014,390000,47000,Diesel,,Manual,First,22.9,1248,74,,5,Kolkata
Hyundai Elite i20 Sportz Plus,2017,628000,37460,Petrol,,Manual,First,18.6,1197,81.86,,5,Kochi
Mahindra Xylo E8 BS IV,2011,275000,130000,Diesel,,Manual,First,14,2498,112,,8,Mumbai
Hyundai Grand i10 Asta Option,2017,785000,31576,Petrol,,Manual,First,18.9,1197,82,,5,Coimbatore
Volkswagen Vento Petrol Highline,2011,295000,66000,Petrol,,Manual,First,15.04,1598,103.6,,5,Mumbai
Honda Accord 2.4 A/T,2008,485000,79000,Petrol,,Automatic,Second,11.7,2354,177.6,,5,Mumbai
Mercedes-Benz S-Class S 350 d,2011,3000000,47140,Diesel,,Automatic,Second,13.5,2925,281.61,,5,Bangalore
Mercedes-Benz B Class B200 CDI,2016,1990000,36610,Diesel,,Automatic,First,15,2143,107.3,,5,Bangalore
Hyundai Creta 1.6 SX Option Diesel,2016,1080000,93000,Diesel,,Manual,First,20.5,1582,126.2,,5,Bangalore
Maruti Alto LXI,2007,175000,52195,Petrol,,Manual,First,19.7,796,46.3,,5,Hyderabad
Audi A3 35 TDI Premium,2016,1925000,20003,Diesel,,Automatic,First,20.38,1968,143,,5,Mumbai
Renault Duster 85PS Diesel RxL,2013,550000,66314,Diesel,,Manual,First,19.87,1461,83.8,,5,Delhi
Ford Fiesta 1.4 ZXi TDCi ABS,2009,275000,76000,Diesel,,Manual,First,17.8,1399,68,,5,Chennai
Hyundai Creta 1.6 SX Plus Diesel,2015,1300000,29000,Diesel,,Manual,First,19.67,1582,126.2,,5,Bangalore
Ford Figo Diesel ZXI,2011,320000,30000,Diesel,,Manual,First,20,1399,68,,5,Mumbai
Volkswagen Polo Petrol Highline 1.6L,2013,584000,56526,Petrol,,Manual,First,15.26,1598,103.5,,5,Coimbatore
Volvo V40 D3 R Design,2015,2400000,38000,Diesel,,Automatic,Second,16.8,1969,150,,5,Hyderabad
Hyundai Verna SX CRDi AT,2012,625000,41000,Diesel,,Automatic,First,19.08,1582,126.32,,5,Chennai
BMW 7 Series 2007-2012 730Ld,2009,3600000,53000,Diesel,,Automatic,First,14.49,2993,258,,5,Hyderabad
Mitsubishi Lancer GLXD,2003,300000,125000,Diesel,,Manual,Third,14.8,1998,68,,5,Chennai
Toyota Fortuner 3.0 Diesel,2010,1100000,242000,Diesel,,Manual,First,11.5,2982,171,,7,Chennai
Maruti Ciaz VDi Plus,2015,650000,90000,Diesel,,Manual,First,26.21,1248,88.5,,5,Chennai
Maruti Vitara Brezza VDi Option,2018,940000,11000,Diesel,,Manual,First,24.3,1248,88.5,,5,Hyderabad
BMW 3 Series Luxury Line,2018,3792000,21936,Diesel,,Automatic,First,21.76,1995,190,,5,Kochi
Volkswagen Vento Petrol Highline AT,2013,525000,41000,Petrol,,Automatic,First,14.4,1598,103.6,,5,Pune
Hyundai i20 1.2 Asta,2011,450000,47000,Petrol,,Manual,First,17,1197,80,,5,Chennai
BMW X5 3.0d,2009,1800000,110000,Diesel,,Automatic,First,11,2993,235,,5,Chennai
Hyundai Xcent 1.2 Kappa S,2015,556000,45960,Petrol,,Manual,First,19.1,1197,82,,5,Coimbatore
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2013,2200000,48000,Diesel,,Automatic,First,14.21,2143,203,,5,Bangalore
Land Rover Freelander 2 SE,2011,2200000,68000,Diesel,,Automatic,First,12.39,2179,147.51,,5,Hyderabad
Hyundai i10 Magna,2011,265000,41000,Petrol,,Manual,First,20.36,1197,78.9,,5,Mumbai
Hyundai Verna 1.6 SX CRDi (O),2013,585000,69573,Diesel,,Manual,Second,22.32,1582,126.32,,5,Jaipur
Volkswagen Jetta 2012-2014 2.0L TDI Highline,2012,695000,115000,Diesel,,Manual,First,19.33,1968,138.1,,5,Chennai
Mahindra XUV500 W8 2WD,2012,650000,47629,Diesel,,Manual,First,15.1,2179,140,,7,Kolkata
Maruti Omni 8 Seater BSII,2004,85000,66624,Petrol,,Manual,Third,19.7,796,35,,8,Jaipur
Skoda Superb Style 1.8 TSI AT,2013,725000,80000,Petrol,,Automatic,Second,14.67,1798,177.46,,5,Delhi
Maruti Swift VDI,2012,450000,94868,Diesel,,Manual,First,22.9,1248,74,,5,Pune
Mahindra Scorpio 2.6 LX,2010,425000,76477,Diesel,,Manual,First,10.5,2179,120,,8,Mumbai
Mercedes-Benz GLA Class 200 Sport Edition,2016,2600000,28000,Petrol,,Automatic,First,13.7,1991,183,,5,Chennai
Mahindra Thar CRDe,2017,966000,28599,Diesel,,Manual,First,16.55,2498,105,,6,Coimbatore
Renault Duster 110PS Diesel RxZ,2013,685000,45348,Diesel,,Manual,Second,19.01,1461,108.45,,5,Bangalore
Audi Q5 2008-2012 2.0 TDI,2013,2368000,80127,Diesel,,Automatic,First,12.8,1968,167.6,,5,Coimbatore
Land Rover Freelander 2 SE,2013,1575000,68000,Diesel,,Automatic,Second,12.39,2179,147.51,,5,Delhi
Volkswagen Vento Diesel Comfortline,2012,350000,75000,Diesel,,Manual,Third,20.54,1598,103.6,,5,Pune
BMW 5 Series 2003-2012 540i Sedan,2006,699000,48000,Petrol,,Automatic,Second,11.62,2979,306,,5,Delhi
Hyundai Elantra CRDi SX,2019,1557000,41871,Diesel,,Manual,First,22.7,1582,126.2,,5,Coimbatore
Tata Sumo EX,2015,529000,84931,Diesel,,Manual,First,15.3,2956,83.8,,7,Coimbatore
Datsun redi-GO T,2016,225000,15000,Petrol,,Manual,First,22.7,799,53.64,,5,Kolkata
BMW X5 xDrive 30d,2009,2000000,110000,Diesel,,Automatic,First,11.7,2993,245,,5,Chennai
BMW 6 Series 630i Coupe,2011,4750000,5900,Petrol,,Automatic,First,7.94,4395,450,,4,Mumbai
Maruti Alto Vxi 1.1,2002,122000,103653,Petrol,,Manual,Second,18.9,1061,47,,5,Chennai
Volkswagen Polo Petrol Comfortline 1.2L,2012,365000,64806,Petrol,,Manual,First,16.47,1198,73.9,,5,Chennai
Datsun GO Plus A,2016,310000,35000,Petrol,,Manual,First,20.62,1198,67,,7,Pune
Hyundai Creta 1.6 VTVT S,2016,1150000,40000,Petrol,,Manual,First,15.29,1591,121.3,,5,Bangalore
Maruti Alto K10 VXI,2015,346000,23876,Petrol,,Manual,First,24.07,998,67.1,,5,Kochi
Hyundai Santa Fe 4X4,2013,838000,67901,Diesel,,Manual,First,14.66,2199,194.3,,7,Coimbatore
Volkswagen Polo GT TDI,2014,480000,68865,Diesel,,Manual,First,15.11,1598,103.6,,5,Pune
Honda Amaze S i-Dtech,2014,450000,71000,Diesel,,Manual,Second,25.8,1498,98.6,,5,Pune
Maruti Esteem Vxi,2004,80000,95000,Petrol,,Manual,First,15.9,1298,74,,5,Chennai
Maruti Swift VDI,2014,395000,25000,Diesel,,Manual,First,22.9,1248,74,,5,Kolkata
Skoda Rapid 1.6 TDI Ambition,2012,365000,180000,Diesel,,Manual,First,20.5,1598,103.5,,5,Hyderabad
Mercedes-Benz E-Class 280 CDI,2005,1000000,131000,Diesel,,Automatic,First,11,2987,198.5,,5,Mumbai
Mahindra Scorpio SLE BSIV,2011,400000,65000,Diesel,,Manual,Second,12.05,2179,120,,8,Delhi
Nissan Sunny 2011-2014 Diesel XL,2012,475000,117777,Diesel,,Manual,First,21.64,1461,84.8,,5,Hyderabad
Maruti Swift Dzire VXi,2009,310000,65000,Petrol,,Manual,Second,17.5,1298,85.8,,5,Bangalore
Hyundai EON Sportz,2017,361000,46897,Petrol,,Manual,First,21.1,814,55.2,,5,Kochi
Honda Brio S MT,2015,429000,36695,Petrol,,Manual,First,19.4,1198,86.8,,5,Coimbatore
Nissan Micra XV Primo,2011,213000,43000,Petrol,,Manual,First,18.06,1198,75,,5,Kolkata
Maruti Alto LXi BSII,2008,110000,54000,Petrol,,Manual,First,19.7,796,46.3,,5,Mumbai
BMW 3 Series 320d,2011,1395000,89000,Diesel,,Automatic,First,22.69,1995,190,,5,Hyderabad
Volkswagen Polo 1.2 MPI Highline,2014,535000,7000,Petrol,,Manual,First,16.47,1198,74,,5,Mumbai
Maruti Celerio LXI,2014,390000,58470,Petrol,,Manual,First,23.1,998,67.04,,5,Hyderabad
Maruti Wagon R VXI 1.2,2014,280000,37000,Petrol,,Manual,First,21.5,1197,81.8,,5,Kolkata
Maruti Ciaz ZDi Plus,2016,875000,29000,Diesel,,Manual,First,26.21,1248,88.5,,5,Mumbai
Audi A4 2.0 TDI,2013,1950000,52000,Diesel,,Automatic,First,16.55,1968,147.51,,5,Hyderabad
Honda Brio S MT,2013,275000,32807,Petrol,,Manual,First,19.4,1198,86.8,,5,Kolkata
Mahindra Scorpio VLX 2WD AT BSIV,2013,800000,86000,Diesel,,Automatic,First,11.79,2179,120,,8,Hyderabad
Honda City i DTEC V,2014,570000,66500,Diesel,,Manual,First,26,1498,98.6,,5,Delhi
BMW X1 sDrive20d,2012,1250000,94000,Diesel,,Automatic,First,17.05,1995,184,,5,Ahmedabad
Chevrolet Spark 1.0 LT,2011,175000,29000,Petrol,,Manual,Second,18,995,62,,5,Chennai
Ford Figo Diesel EXI,2010,190000,107389,Diesel,,Manual,Second,20,1399,68,,5,Chennai
Maruti Swift VXI BSIV,2015,450000,36100,Petrol,,Manual,First,20.4,1197,81.8,,5,Ahmedabad
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,3030000,16329,Diesel,,Automatic,First,19.27,2143,170,,5,Mumbai
Skoda Octavia Elegance 2.0 TDI AT,2014,1600000,36000,Diesel,,Automatic,First,19.3,1968,141,,5,Hyderabad
BMW X3 xDrive20d xLine,2017,3278000,41816,Diesel,,Automatic,First,18.56,1995,190,,5,Kochi
Hyundai EON Era Plus,2015,250000,54680,Petrol,,Manual,First,21.1,814,55.2,,5,Jaipur
Audi A4 35 TDI Technology,2017,4300000,14000,Diesel,,Automatic,First,18.25,1968,187.74,,5,Hyderabad
Ford Figo 2015-2019 1.2P Titanium MT,2017,538000,23977,Petrol,,Manual,First,18.16,1196,86.8,,5,Kochi
Maruti Alto K10 2010-2014 VXI,2013,265000,30131,Petrol,,Manual,First,20.92,998,67.1,,5,Hyderabad
Maruti Alto 800 2016-2019 VXI,2017,330000,2530,Petrol,,Manual,First,24.7,796,47.3,,5,Hyderabad
Mercedes-Benz New C-Class C 220 CDI Style,2015,3400000,39000,Diesel,,Automatic,First,19.27,2143,167.62,,5,Hyderabad
Hyundai Santro D Lite,2001,70000,140000,Petrol,,Manual,Third,20.3,1086,68,,5,Chennai
Hyundai Xcent 1.1 CRDi S,2017,683000,32257,Diesel,,Manual,First,24.4,1120,71,,5,Kochi
Honda Amaze S i-Dtech,2016,577000,46983,Diesel,,Manual,First,25.8,1498,98.6,,5,Kochi
Maruti Swift Vdi BSIII,2008,310000,107000,Diesel,,Manual,Second,17.8,1248,75,,5,Chennai
Volkswagen Polo 1.2 MPI Comfortline,2017,495000,19000,Petrol,,Manual,First,16.2,1199,74,,5,Mumbai
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1625000,88000,Diesel,,Automatic,First,17.11,1968,174.33,,5,Bangalore
Land Rover Range Rover 3.6 TDV8 Vogue SE,2012,5254000,84384,Diesel,,Automatic,First,10.2,4367,308,,7,Coimbatore
Mahindra XUV500 W8 2WD,2011,640000,128000,Diesel,,Manual,Third,16,2179,140,,7,Chennai
Ford Endeavour 2.5L 4X2,2011,695000,71000,Diesel,,Manual,Third,13.1,2499,141,,7,Bangalore
Tata Indica V2 DLX,2008,85000,50000,Diesel,,Manual,First,17.2,1396,53.5,,5,Kolkata
Maruti Baleno Alpha,2016,695000,16000,Petrol,,Manual,First,21.4,1197,83.1,,5,Chennai
Hyundai Xcent 1.1 CRDi Base,2017,345000,82000,Diesel,,Manual,First,24.4,1120,71,,5,Kolkata
Honda Civic 2006-2010 1.8 S MT,2008,275000,80000,Petrol,,Manual,First,13.5,1799,130,,5,Delhi
Hyundai i20 Sportz Option 1.2,2015,495000,36000,Petrol,,Manual,Second,18.6,1197,81.83,,5,Delhi
Tata Nexon 1.2 Revotron XZ Plus,2018,962000,17477,Petrol,,Manual,First,17,1198,108.5,,5,Coimbatore
Hyundai i20 Sportz 1.2,2016,679000,16725,Petrol,,Manual,First,18.6,1197,81.83,,5,Coimbatore
Maruti Swift Dzire ZXI,2014,450000,48241,Petrol,,Manual,First,19.1,1197,85.8,,5,Mumbai
Maruti Wagon R LXI,2014,301000,52431,Petrol,,Manual,First,22.5,998,67.04,,5,Kochi
Hyundai i20 Sportz 1.4 CRDi,2012,440000,68000,Diesel,,Manual,First,21.9,1396,88.76,,5,Bangalore
Toyota Fortuner 4x2 AT,2012,1749000,158000,Diesel,,Automatic,First,12.55,2982,168.5,,7,Hyderabad
Hyundai i10 Sportz,2014,466000,31446,Petrol,,Manual,First,20.36,1197,78.9,,5,Coimbatore
Hyundai Grand i10 Asta,2015,550000,25000,Petrol,,Manual,First,18.9,1197,82,,5,Chennai
Hyundai i20 Asta 1.2,2016,600000,57000,Petrol,,Manual,First,18.6,1197,81.83,,5,Ahmedabad
Hyundai Santro Xing XL AT eRLX Euro II,2007,240000,76000,Petrol,,Automatic,First,17,1086,74,,5,Hyderabad
Maruti Vitara Brezza ZDi Plus,2018,1019000,57078,Diesel,,Manual,First,24.3,1248,88.5,,5,Kochi
Honda Amaze S i-Dtech,2016,525000,47471,Diesel,,Manual,First,25.8,1498,98.6,,5,Kochi
Mercedes-Benz M-Class ML 250 CDI,2014,4500000,50000,Diesel,,Automatic,First,15.26,2143,203.2,,5,Hyderabad
Hyundai i20 Sportz Diesel,2010,270000,62000,Diesel,,Manual,First,23,1396,90,,5,Ahmedabad
Hyundai i10 Era,2013,339000,65807,Petrol,,Manual,First,19.81,1086,68.05,,5,Coimbatore
Maruti Swift Dzire VDI,2014,569000,81768,Diesel,,Manual,First,26.59,1248,74,,5,Hyderabad
BMW Z4 2009-2013 Roadster 2.5i,2018,5854000,9952,Petrol,,Automatic,First,10.37,2979,306,,2,Kochi
